Wavelength (nm),Power (W)
1549.5,1.66505424e-06
1549.505,1.66183258e-06
1549.51,1.66084146e-06
1549.515,1.66443465e-06
1549.52,1.66331961e-06
1549.525,1.66431073e-06
1549.53,1.66133714e-06
1549.535,1.66331961e-06
1549.54,1.66802806e-06
1549.545,1.66963878e-06
1549.55,1.6769493e-06
1549.555,1.67509074e-06
1549.56,1.6691431e-06
1549.565,1.66864766e-06
1549.57,1.66802806e-06
1549.575,1.66530208e-06
1549.58,1.665426e-06
1549.585,1.66666496e-06
1549.59,1.66815198e-06
1549.595,1.66654104e-06
1549.6,1.66802806e-06
1549.605,1.66567384e-06
1549.61,1.66802806e-06
1549.615,1.665426e-06
1549.62,1.66790414e-06
1549.625,1.66046971e-06
1549.63,1.66208042e-06
1549.635,1.65477013e-06
1549.64,1.65588517e-06
1549.645,1.65229199e-06
1549.65,1.65142455e-06
1549.655,1.65303527e-06
1549.66,1.64807898e-06
1549.665,1.65204415e-06
1549.67,1.64696394e-06
1549.675,1.64807898e-06
1549.68,1.64498147e-06
1549.685,1.64659218e-06
1549.69,1.64659218e-06
1549.695,1.64460971e-06
1549.7,1.64572498e-06
1549.705,1.64622043e-06
1549.71,1.64535322e-06
1549.715,1.64287508e-06
1549.72,1.64807898e-06
1549.725,1.64646826e-06
1549.73,1.64919425e-06
1549.735,1.64436187e-06
1549.74,1.64659218e-06
1549.745,1.64436187e-06
1549.75,1.64126413e-06
1549.755,1.63928166e-06
1549.76,1.6438662e-06
1549.765,1.64126413e-06
1549.77,1.64745961e-06
1549.775,1.64473363e-06
1549.78,1.64250332e-06
1549.785,1.64411404e-06
1549.79,1.64324683e-06
1549.795,1.64659218e-06
1549.8,1.64634434e-06
1549.805,1.64138805e-06
1549.81,1.64287508e-06
1549.815,1.64188373e-06
1549.82,1.64473363e-06
1549.825,1.64758353e-06
1549.83,1.64225548e-06
1549.835,1.64027301e-06
1549.84,1.6438662e-06
1549.845,1.64622043e-06
1549.85,1.63197114e-06
1549.855,1.63643199e-06
1549.86,1.64114022e-06
1549.865,1.64783137e-06
1549.87,1.63630807e-06
1549.875,1.62614765e-06
1549.88,1.64535322e-06
1549.885,1.63172353e-06
1549.89,1.65315919e-06
1549.895,1.64151197e-06
1549.9,1.6467161e-06
1549.905,1.63903383e-06
1549.91,1.64361836e-06
1549.915,1.64721177e-06
1549.92,1.64907033e-06
1549.925,1.64622043e-06
1549.93,1.64374228e-06
1549.935,1.65192023e-06
1549.94,1.6482029e-06
1549.945,1.6501856e-06
1549.95,1.64423795e-06
1549.955,1.64721177e-06
1549.96,1.6438662e-06
1549.965,1.64374228e-06
1549.97,1.64597259e-06
1549.975,1.64609651e-06
1549.98,1.64349444e-06
1549.985,1.64795529e-06
1549.99,1.64485755e-06
1549.995,1.649566e-06
1550.0,1.6501856e-06
1550.005,1.64981384e-06
1550.01,1.65328311e-06
1550.015,1.649566e-06
1550.02,1.65439837e-06
1550.025,1.65154847e-06
1550.03,1.65204415e-06
1550.035,1.64448579e-06
1550.04,1.64894641e-06
1550.045,1.6482029e-06
1550.05,1.64894641e-06
1550.055,1.65167239e-06
1550.06,1.63890991e-06
1550.065,1.6467161e-06
1550.07,1.63754703e-06
1550.075,1.63928166e-06
1550.08,1.6358124e-06
1550.085,1.63494497e-06
1550.09,1.64014909e-06
1550.095,1.64200765e-06
1550.1,1.62961715e-06
1550.105,1.63110394e-06
1550.11,1.63321033e-06
1550.115,1.63098002e-06
1550.12,1.627139e-06
1550.125,1.62676724e-06
1550.13,1.62267838e-06
1550.135,1.62577589e-06
1550.14,1.62850188e-06
1550.145,1.62094352e-06
1550.15,1.62168703e-06
1550.155,1.61437652e-06
1550.16,1.61251796e-06
1550.165,1.61958064e-06
1550.17,1.6142526e-06
1550.175,1.61846538e-06
1550.18,1.61313756e-06
1550.185,1.61487219e-06
1550.19,1.61846538e-06
1550.195,1.61958064e-06
1550.2,1.61450043e-06
1550.205,1.61053549e-06
1550.21,1.61400476e-06
1550.215,1.62243055e-06
1550.22,1.6164829e-06
1550.225,1.62032416e-06
1550.23,1.61809385e-06
1550.235,1.62020024e-06
1550.24,1.61586331e-06
1550.245,1.61821754e-06
1550.25,1.61586331e-06
1550.255,1.61338539e-06
1550.26,1.61722642e-06
1550.265,1.61288972e-06
1550.27,1.6164829e-06
1550.275,1.61549178e-06
1550.28,1.61251796e-06
1550.285,1.6208196e-06
1550.29,1.61524395e-06
1550.295,1.61846538e-06
1550.3,1.61524395e-06
1550.305,1.61722642e-06
1550.31,1.61202229e-06
1550.315,1.61450043e-06
1550.32,1.61499611e-06
1550.325,1.61227013e-06
1550.33,1.6156157e-06
1550.335,1.61251796e-06
1550.34,1.61227013e-06
1550.345,1.61388084e-06
1550.35,1.60929631e-06
1550.355,1.61152661e-06
1550.36,1.60768559e-06
1550.365,1.61016374e-06
1550.37,1.60880086e-06
1550.375,1.60954414e-06
1550.38,1.60979198e-06
1550.385,1.61016374e-06
1550.39,1.61065941e-06
1550.395,1.61053549e-06
1550.4,1.61140269e-06
1550.405,1.60954414e-06
1550.41,1.60929631e-06
1550.415,1.60929631e-06
1550.42,1.6099159e-06
1550.425,1.60681816e-06
1550.43,1.61400476e-06
1550.435,1.60644663e-06
1550.44,1.60731383e-06
1550.445,1.60942022e-06
1550.45,1.60731383e-06
1550.455,1.60359673e-06
1550.46,1.60322497e-06
1550.465,1.60458785e-06
1550.47,1.59901219e-06
1550.475,1.60359673e-06
1550.48,1.59888828e-06
1550.485,1.6012425e-06
1550.49,1.59963179e-06
1550.495,1.59913611e-06
1550.5,1.59665797e-06
1550.505,1.5969058e-06
1550.51,1.59541878e-06
1550.515,1.59529486e-06
1550.52,1.59132992e-06
1550.525,1.58947137e-06
1550.53,1.58711714e-06
1550.535,1.59145384e-06
1550.54,1.58550642e-06
1550.545,1.57708064e-06
1550.55,1.58340004e-06
1550.555,1.58092189e-06
1550.56,1.57373529e-06
1550.565,1.5731157e-06
1550.57,1.56692045e-06
1550.575,1.57187674e-06
1550.58,1.56754004e-06
1550.585,1.57274394e-06
1550.59,1.56456622e-06
1550.595,1.56407054e-06
