Wavelength (nm),Power (W)
1549.75,2.17096408e-06
1549.751,2.16885769e-06
1549.752,2.1739379e-06
1549.753,2.17009665e-06
1549.754,2.17430966e-06
1549.755,2.1725748e-06
1549.756,2.17505294e-06
1549.757,2.17022057e-06
1549.758,2.17294655e-06
1549.759,2.16625563e-06
1549.76,2.17183151e-06
1549.761,2.17468119e-06
1549.762,2.17740717e-06
1549.763,2.17022057e-06
1549.764,2.1767878e-06
1549.765,2.17158367e-06
1549.766,2.17059232e-06
1549.767,2.17282263e-06
1549.768,2.17009665e-06
1549.769,2.17022057e-06
1549.77,2.17282263e-06
1549.771,2.17331831e-06
1549.772,2.17468119e-06
1549.773,2.17158367e-06
1549.774,2.17381398e-06
1549.775,2.16922945e-06
1549.776,2.17232696e-06
1549.777,2.1754247e-06
1549.778,2.17245088e-06
1549.779,2.17381398e-06
1549.78,2.1754247e-06
1549.781,2.17691149e-06
1549.782,2.1725748e-06
1549.783,2.18075274e-06
1549.784,2.17307047e-06
1549.785,2.17951356e-06
1549.786,2.17492902e-06
1549.787,2.17653997e-06
1549.788,2.17579645e-06
1549.789,2.17282263e-06
1549.79,2.17492902e-06
1549.791,2.17753109e-06
1549.792,2.17641605e-06
1549.793,2.17703541e-06
1549.794,2.17715933e-06
1549.795,2.17567253e-06
1549.796,2.17889419e-06
1549.797,2.17852244e-06
1549.798,2.1748051e-06
1549.799,2.17455727e-06
1549.8,2.17901811e-06
1549.801,2.17369006e-06
1549.802,2.17517686e-06
1549.803,2.17592037e-06
1549.804,2.17815068e-06
1549.805,2.17653997e-06
1549.806,2.17753109e-06
1549.807,2.17604429e-06
1549.808,2.17765501e-06
1549.809,2.17666388e-06
1549.81,2.17530078e-06
1549.811,2.17616821e-06
1549.812,2.17530078e-06
1549.813,2.17567253e-06
1549.814,2.17604429e-06
1549.815,2.17765501e-06
1549.816,2.17356614e-06
1549.817,2.17604429e-06
1549.818,2.17418574e-06
1549.819,2.17492902e-06
1549.82,2.17492902e-06
1549.821,2.17430966e-06
1549.822,2.17369006e-06
1549.823,2.17356614e-06
1549.824,2.17220327e-06
1549.825,2.17034449e-06
1549.826,2.17517686e-06
1549.827,2.17294655e-06
1549.828,2.17592037e-06
1549.829,2.17319439e-06
1549.83,2.17418574e-06
1549.831,2.17220327e-06
1549.832,2.17356614e-06
1549.833,2.17158367e-06
1549.834,2.17294655e-06
1549.835,2.1682381e-06
1549.836,2.1739379e-06
1549.837,2.17059232e-06
1549.838,2.17468119e-06
1549.839,2.17232696e-06
1549.84,2.16947728e-06
1549.841,2.16786634e-06
1549.842,2.17009665e-06
1549.843,2.17022057e-06
1549.844,2.16922945e-06
1549.845,2.17046841e-06
1549.846,2.1682381e-06
1549.847,2.17034449e-06
1549.848,2.17579645e-06
1549.849,2.16650346e-06
1549.85,2.17158367e-06
1549.851,2.16613171e-06
1549.852,2.16749481e-06
1549.853,2.16563603e-06
1549.854,2.16749481e-06
1549.855,2.16291028e-06
1549.856,2.16662738e-06
1549.857,2.16786634e-06
1549.858,2.1667513e-06
1549.859,2.16464491e-06
1549.86,2.16427316e-06
1549.861,2.16563603e-06
1549.862,2.16786634e-06
1549.863,2.16464491e-06
1549.864,2.16253852e-06
1549.865,2.16650346e-06
1549.866,2.16117542e-06
1549.867,2.16328181e-06
1549.868,2.16588387e-06
1549.869,2.16501667e-06
1549.87,2.16452099e-06
1549.871,2.16191893e-06
1549.872,2.16699914e-06
1549.873,2.16340572e-06
1549.874,2.16229068e-06
1549.875,2.16352964e-06
1549.876,2.16229068e-06
1549.877,2.16278636e-06
1549.878,2.16043213e-06
1549.879,2.16092758e-06
1549.88,2.16030821e-06
1549.881,2.15758223e-06
1549.882,2.16043213e-06
1549.883,2.16080366e-06
1549.884,2.16129934e-06
1549.885,2.16092758e-06
1549.886,2.16167109e-06
1549.887,2.16092758e-06
1549.888,2.15931686e-06
1549.889,2.15993646e-06
1549.89,2.15968862e-06
1549.891,2.15906903e-06
1549.892,2.16030821e-06
1549.893,2.15783007e-06
1549.894,2.15906903e-06
1549.895,2.16253852e-06
1549.896,2.15832574e-06
1549.897,2.15783007e-06
1549.898,2.1567148e-06
1549.899,2.15721047e-06
1549.9,2.15795399e-06
1549.901,2.15646696e-06
1549.902,2.16043213e-06
1549.903,2.15708656e-06
1549.904,2.15572368e-06
1549.905,2.15646696e-06
1549.906,2.15646696e-06
1549.907,2.15993646e-06
1549.908,2.15745831e-06
1549.909,2.15634304e-06
1549.91,2.15374121e-06
1549.911,2.15423665e-06
1549.912,2.15324553e-06
1549.913,2.14184615e-06
1549.914,2.14779357e-06
1549.915,2.15572368e-06
1549.916,2.15200635e-06
1549.917,2.15398882e-06
1549.918,2.15274986e-06
1549.919,2.15696264e-06
1549.92,2.15299769e-06
1549.921,2.14940428e-06
1549.922,2.15374121e-06
1549.923,2.15374121e-06
1549.924,2.15076739e-06
1549.925,2.15027171e-06
1549.926,2.15498017e-06
1549.927,2.15051955e-06
1549.928,2.15213026e-06
1549.929,2.14667853e-06
1549.93,2.15510408e-06
1549.931,2.15374121e-06
1549.932,2.14729789e-06
1549.933,2.14977604e-06
1549.934,2.14766965e-06
1549.935,2.14766965e-06
1549.936,2.14717397e-06
1549.937,2.14717397e-06
1549.938,2.14717397e-06
1549.939,2.14903275e-06
1549.94,2.14370471e-06
1549.941,2.14605893e-06
1549.942,2.15250202e-06
1549.943,2.14407646e-06
1549.944,2.14692614e-06
1549.945,2.14494366e-06
1549.946,2.1458111e-06
1549.947,2.14766965e-06
1549.948,2.14358079e-06
1549.949,2.14184615e-06
1549.95,2.14333295e-06
1549.951,2.1408548e-06
1549.952,2.14048305e-06
1549.953,2.14048305e-06
1549.954,2.13837666e-06
1549.955,2.13973976e-06
1549.956,2.13874841e-06
1549.957,2.13825274e-06
1549.958,2.13726162e-06
1549.959,2.13738554e-06
1549.96,2.13552676e-06
1549.961,2.13515523e-06
1549.962,2.13267708e-06
1549.963,2.13379212e-06
1549.964,2.13317253e-06
1549.965,2.13354429e-06
1549.966,2.13453563e-06
1549.967,2.13119006e-06
1549.968,2.12871191e-06
1549.969,2.13106614e-06
1549.97,2.13218141e-06
1549.971,2.13106614e-06
1549.972,2.12660552e-06
1549.973,2.12722512e-06
1549.974,2.12499481e-06
1549.975,2.12920759e-06
1549.976,2.12598616e-06
1549.977,2.12611008e-06
1549.978,2.12350801e-06
1549.979,2.12511873e-06
1549.98,2.1227645e-06
1549.981,2.1242513e-06
1549.982,2.12065811e-06
1549.983,2.12288842e-06
1549.984,2.11867564e-06
1549.985,2.12065811e-06
1549.986,2.11954284e-06
1549.987,2.12164923e-06
1549.988,2.12003852e-06
1549.989,2.12189707e-06
1549.99,2.11805605e-06
1549.991,2.11433894e-06
1549.992,2.1140911e-06
1549.993,2.11433894e-06
1549.994,2.11669317e-06
1549.995,2.11508222e-06
1549.996,2.11669317e-06
1549.997,2.11669317e-06
1549.998,2.11334759e-06
1549.999,2.112728e-06
1550.0,2.11049769e-06
1550.001,2.11483439e-06
1550.002,2.10863914e-06
1550.003,2.11037377e-06
1550.004,2.1083913e-06
