Wavelength (nm),Power (W)
1547.5,4.1134449e-06
1547.501,4.10514303e-06
1547.502,4.10737312e-06
1547.503,4.1077451e-06
1547.504,4.10539087e-06
1547.505,4.10700159e-06
1547.506,4.10762095e-06
1547.507,4.10799294e-06
1547.508,4.10551456e-06
1547.509,4.10663006e-06
1547.51,4.10663006e-06
1547.511,4.10724942e-06
1547.512,4.10811663e-06
1547.513,4.10254097e-06
1547.514,4.10799294e-06
1547.515,4.10712528e-06
1547.516,4.10910798e-06
1547.517,4.10353232e-06
1547.518,4.10316034e-06
1547.519,4.10452367e-06
1547.52,4.10303664e-06
1547.521,4.1029125e-06
1547.522,4.10043458e-06
1547.523,4.10353232e-06
1547.524,4.10117809e-06
1547.525,4.10303664e-06
1547.526,4.10055827e-06
1547.527,4.10105395e-06
1547.528,4.10278881e-06
1547.529,4.10093025e-06
1547.53,4.10080611e-06
1547.531,4.09733684e-06
1547.532,4.09845188e-06
1547.533,4.09795621e-06
1547.534,4.09659333e-06
1547.535,4.09820404e-06
1547.536,4.09696531e-06
1547.537,4.09808035e-06
1547.538,4.09659333e-06
1547.539,4.09473478e-06
1547.54,4.09572613e-06
1547.541,4.09485892e-06
1547.542,4.0933719e-06
1547.543,4.09188488e-06
1547.544,4.0933719e-06
1547.545,4.09287622e-06
1547.546,4.09213271e-06
1547.547,4.09349559e-06
1547.548,4.09114136e-06
1547.549,4.08866345e-06
1547.55,4.08816777e-06
1547.551,4.08829192e-06
1547.552,4.08878714e-06
1547.553,4.08643291e-06
1547.554,4.08692858e-06
1547.555,4.08482219e-06
1547.556,4.08804408e-06
1547.557,4.08407868e-06
1547.558,4.08866345e-06
1547.559,4.08197229e-06
1547.56,4.08643291e-06
1547.561,4.08370715e-06
1547.562,4.08333563e-06
1547.563,4.0827158e-06
1547.564,4.08705273e-06
1547.565,4.08222013e-06
1547.566,4.08135293e-06
1547.567,4.08172446e-06
1547.568,4.07937023e-06
1547.569,4.08333563e-06
1547.57,4.08172446e-06
1547.571,4.07974221e-06
1547.572,4.07751168e-06
1547.573,4.07949437e-06
1547.574,4.07937023e-06
1547.575,4.07788366e-06
1547.576,4.08073356e-06
1547.577,4.07800735e-06
1547.578,4.08420283e-06
1547.579,4.07379457e-06
1547.58,4.08147707e-06
1547.581,4.07453808e-06
1547.582,4.07763582e-06
1547.583,4.07354673e-06
1547.584,4.07714015e-06
1547.585,4.07763582e-06
1547.586,4.07837933e-06
1547.587,4.07726384e-06
1547.588,4.08011374e-06
1547.589,4.07552943e-06
1547.59,4.0781315e-06
1547.591,4.07775951e-06
1547.592,4.07800735e-06
1547.593,4.07775951e-06
1547.594,4.07924654e-06
1547.595,4.07577727e-06
1547.596,4.07503376e-06
1547.597,4.07639664e-06
1547.598,4.07528159e-06
1547.599,4.07825519e-06
1547.6,4.07528159e-06
1547.601,4.07751168e-06
1547.602,4.07404241e-06
1547.603,4.07763582e-06
1547.604,4.07763582e-06
1547.605,4.07825519e-06
1547.606,4.07875086e-06
1547.607,4.07825519e-06
1547.608,4.07961807e-06
1547.609,4.0818486e-06
1547.61,4.07552943e-06
1547.611,4.08147707e-06
1547.612,4.07763582e-06
1547.613,4.07875086e-06
1547.614,4.08197229e-06
1547.615,4.08234428e-06
1547.616,4.0781315e-06
1547.617,4.07912285e-06
1547.618,4.08507003e-06
1547.619,4.0818486e-06
1547.62,4.08568985e-06
1547.621,4.07961807e-06
1547.622,4.08482219e-06
1547.623,4.08395499e-06
1547.624,4.08395499e-06
1547.625,4.08692858e-06
