Wavelength (nm),Power (W)
1540.0,0.00468035042
1540.001,0.00465498446
1540.002,0.00466794334
1540.003,0.00464974577
1540.004,0.00465250295
1540.005,0.00465470878
1540.006,0.0046536061
1540.007,0.00464533409
1540.008,0.00464781607
1540.009,0.00466463482
1540.01,0.00465994747
1540.011,0.00464754039
1540.012,0.00464864308
1540.013,0.00464974577
1540.014,0.00465912046
1540.015,0.00465608714
1540.016,0.00465994747
1540.017,0.00463375449
1540.018,0.00464257738
1540.019,0.00463926885
1540.02,0.00464505842
1540.021,0.00466049882
1540.022,0.00463733869
1540.023,0.00465498446
1540.024,0.00465967227
1540.025,0.0046321
1540.026,0.00464478275
1540.027,0.00464671291
1540.028,0.00464037107
1540.029,0.00468503824
1540.03,0.00473439228
1540.031,0.0046966183
1540.032,0.00430895574
1540.033,0.00427090656
1540.034,0.00464616157
1540.035,0.00468200492
1540.036,0.00450692279
1540.037,0.00469909981
1540.038,0.00458302116
1540.039,0.00464092288
1540.04,0.00464285305
1540.041,0.00459570484
1540.042,0.00464257738
1540.043,0.00462658564
1540.044,0.00466049882
1540.045,0.00464809174
1540.046,0.00461279973
1540.047,0.00462823967
1540.048,0.00460535474
1540.049,0.00460976642
1540.05,0.00461390195
1540.051,0.00461197225
1540.052,0.00461914064
1540.053,0.00462355278
1540.054,0.00462493114
1540.055,0.00462934235
1540.056,0.00461831409
1540.057,0.00462961802
1540.058,0.00460976642
1540.059,0.00460259803
1540.06,0.00461776229
1540.061,0.00460535474
1540.062,0.00461472943
1540.063,0.00461335108
1540.064,0.00462244963
1540.065,0.00462823967
1540.066,0.0046125236
1540.067,0.0046439562
1540.068,0.00461059343
1540.069,0.00463595986
1540.07,0.00461831409
1540.071,0.0046048034
1540.072,0.00461059343
1540.073,0.00460783672
1540.074,0.00462382846
1540.075,0.00463513238
1540.076,0.00463761436
1540.077,0.00462575816
1540.078,0.00462658564
1540.079,0.00461638393
1540.08,0.0046285158
1540.081,0.00461803842
1540.082,0.00461417763
1540.083,0.00461610779
1540.084,0.00461004209
1540.085,0.00461886497
1540.086,0.00461197225
1540.087,0.00463154819
1540.088,0.00462520681
1540.089,0.0046381657
1540.09,0.00463954406
1540.091,0.00463485671
1540.092,0.00462217396
1540.093,0.00462217396
1540.094,0.00461776229
1540.095,0.004624655
1540.096,0.00464092288
1540.097,0.00463568419
1540.098,0.0046519516
1540.099,0.00462217396
1540.1,0.00464092288
1540.101,0.00463899318
1540.102,0.00464616157
1540.103,0.00465608714
1540.104,0.00463761436
1540.105,0.00465443358
1540.106,0.0046285158
1540.107,0.00464368006
1540.108,0.00462768832
1540.109,0.00462768832
1540.11,0.00465140026
1540.111,0.00466298033
1540.112,0.00466987351
1540.113,0.00464616157
1540.114,0.00464643724
1540.115,0.00464974577
1540.116,0.00463926885
1540.117,0.0046423017
1540.118,0.00465333043
1540.119,0.00465801777
1540.12,0.00466463482
1540.121,0.00466546183
1540.122,0.00465388177
1540.123,0.00465801777
1540.124,0.00465222728
1540.125,0.00465470878
1540.126,0.00467400951
1540.127,0.00466849515
1540.128,0.00466766767
1540.129,0.00466711633
1540.13,0.00465829344
1540.131,0.00466132583
1540.132,0.00467318203
1540.133,0.00468338374
1540.134,0.00466987351
1540.135,0.00467593921
1540.136,0.00468200492
1540.137,0.00466435915
1540.138,0.00466380781
1540.139,0.00467070052
1540.14,0.0046792482
1540.141,0.00468696794
1540.142,0.00468751974
1540.143,0.00468035042
1540.144,0.00467483653
1540.145,0.00467786938
1540.146,0.00467731804
1540.147,0.00468338374
1540.148,0.00467235502
1540.149,0.00467814505
1540.15,0.00468972558
1540.151,0.00467842072
1540.152,0.00468393555
1540.153,0.00468007522
1540.154,0.00468614092
1540.155,0.00468751974
1540.156,0.00468862243
1540.157,0.0046946886
1540.158,0.00467428518
1540.159,0.00467125187
1540.16,0.00467235502
1540.161,0.00467263069
1540.162,0.0046811779
1540.163,0.00467786938
1540.164,0.00467070052
1540.165,0.00467979955
1540.166,0.00468200492
1540.167,0.00470047863
1540.168,0.00469579082
1540.169,0.00467731804
1540.17,0.00468338374
1540.171,0.00467869639
1540.172,0.00467676623
1540.173,0.00467042485
1540.174,0.00467428518
1540.175,0.00466987351
1540.176,0.00468531391
1540.177,0.00466821902
1540.178,0.00467318203
1540.179,0.00468944991
1540.18,0.00467318203
1540.181,0.0046792482
1540.182,0.00469220662
1540.183,0.00467759371
1540.184,0.00466959784
1540.185,0.00467263069
1540.186,0.00464671291
1540.187,0.00466298033
1540.188,0.0046828324
1540.189,0.00467538787
1540.19,0.0046924823
1540.191,0.00468421122
1540.192,0.00468200492
1540.193,0.00467042485
1540.194,0.00464616157
1540.195,0.00467566354
1540.196,0.00466684066
1540.197,0.00466435915
1540.198,0.00467511173
1540.199,0.00465912046
1540.2,0.00466794334
1540.201,0.00466298033
1540.202,0.00467869639
1540.203,0.00465967227
1540.204,0.00463375449
1540.205,0.00466105016
1540.206,0.00467042485
1540.207,0.00468503824
1540.208,0.00464754039
1540.209,0.00462713698
1540.21,0.00466132583
1540.211,0.00467566354
1540.212,0.0046417499
1540.213,0.00465140026
1540.214,0.00464478275
1540.215,0.00462548248
1540.216,0.00464671291
1540.217,0.00467786938
1540.218,0.00465994747
1540.219,0.0046439562
1540.22,0.00460314937
1540.221,0.0046166596
1540.222,0.00465829344
1540.223,0.00460066786
1540.224,0.00460756104
1540.225,0.00461224793
1540.226,0.00460425206
1540.227,0.00462382846
1540.228,0.00461610779
1540.229,0.00461197225
1540.23,0.00460425206
1540.231,0.00460645789
1540.232,0.0046028737
1540.233,0.00460921461
1540.234,0.00460590655
1540.235,0.00461224793
1540.236,0.00460700924
1540.237,0.00460204622
1540.238,0.00460507907
1540.239,0.004589363
1540.24,0.00458770897
1540.241,0.00459818635
1540.242,0.0046012192
1540.243,0.00460204622
1540.244,0.0046166596
1540.245,0.00458109146
1540.246,0.00460645789
1540.247,0.00458467565
1540.248,0.0045874333
1540.249,0.00459322333
1540.25,0.00457281992
1540.251,0.00459212065
1540.252,0.00459129317
1540.253,0.00460590655
1540.254,0.00459019048
1540.255,0.00458274595
1540.256,0.00458633015
1540.257,0.00458164327
1540.258,0.00459625619
1540.259,0.00458522746
1540.26,0.00458164327
1540.261,0.00457088975
1540.262,0.00458274595
1540.263,0.0045874333
1540.264,0.00458825985
1540.265,0.00459460169
1540.266,0.00459322333
1540.267,0.00459515303
1540.268,0.00459405035
1540.269,0.00458219461
1540.27,0.00454938365
1540.271,0.00457640458
1540.272,0.00458164327
1540.273,0.00458467565
1540.274,0.00460452773
1540.275,0.00458439998
1540.276,0.0045813676
1540.277,0.00460011605
1540.278,0.00457116589
1540.279,0.0045797131
1540.28,0.00457116589
1540.281,0.00458412431
1540.282,0.00457750726
1540.283,0.00458109146
1540.284,0.00458605448
1540.285,0.00458715763
1540.286,0.00458274595
1540.287,0.00459735934
1540.288,0.0045832973
1540.289,0.00458825985
1540.29,0.00459322333
1540.291,0.00457144156
1540.292,0.00456895959
1540.293,0.00456840824
1540.294,0.00457337126
1540.295,0.00458688196
1540.296,0.00459460169
1540.297,0.00459156884
1540.298,0.00458522746
1540.299,0.00457860995
1540.3,0.00457088975
1540.301,0.0045755771
1540.302,0.00458495179
1540.303,0.0045797131
1540.304,0.00459763501
1540.305,0.00457612891
1540.306,0.00456509972
1540.307,0.00458109146
1540.308,0.00457943697
1540.309,0.00458853599
1540.31,0.00459377468
1540.311,0.0045832973
1540.312,0.00458522746
1540.313,0.00458302116
1540.314,0.00458302116
1540.315,0.00459735934
1540.316,0.00458357297
1540.317,0.00460397592
1540.318,0.00458908733
1540.319,0.00460066786
1540.32,0.00459984038
