Wavelength (nm),Power (W)
1547.5,1.88412082e-06
1547.505,1.88474041e-06
1547.51,1.88932495e-06
1547.515,1.89539628e-06
1547.52,1.89043999e-06
1547.525,1.8898204e-06
1547.53,1.89353773e-06
1547.535,1.89155526e-06
1547.54,1.90208721e-06
1547.545,1.90060041e-06
1547.55,1.89440493e-06
1547.555,1.90072433e-06
1547.56,1.90196329e-06
1547.565,1.89787443e-06
1547.57,1.90382184e-06
1547.575,1.90518494e-06
1547.58,1.90481319e-06
1547.585,1.903574e-06
1547.59,1.90121978e-06
1547.595,1.90183937e-06
1547.6,1.89824618e-06
1547.605,1.90555647e-06
1547.61,1.90691958e-06
1547.615,1.9027068e-06
1547.62,1.89861794e-06
1547.625,1.89725483e-06
1547.63,1.89898947e-06
1547.635,1.90121978e-06
1547.64,1.89390948e-06
1547.645,1.89750267e-06
1547.65,1.90060041e-06
1547.655,1.88870536e-06
1547.66,1.90171545e-06
1547.665,1.89341381e-06
1547.67,1.8992373e-06
1547.675,1.90295464e-06
1547.68,1.903574e-06
1547.685,1.90022865e-06
1547.69,1.89589196e-06
1547.695,1.89849402e-06
1547.7,1.8992373e-06
1547.705,1.90691958e-06
1547.71,1.91212371e-06
1547.715,1.91113236e-06
1547.72,1.91732761e-06
1547.725,1.93368328e-06
1547.73,1.92724019e-06
1547.735,1.93306391e-06
1547.74,1.92439029e-06
1547.745,1.92600123e-06
1547.75,1.92426637e-06
1547.755,1.92934658e-06
1547.76,1.93046185e-06
1547.765,1.93009009e-06
1547.77,1.93157689e-06
1547.775,1.93368328e-06
1547.78,1.93888741e-06
1547.785,1.93653318e-06
1547.79,1.93293999e-06
1547.795,1.93554183e-06
1547.8,1.94074596e-06
1547.805,1.93479855e-06
1547.81,1.94458721e-06
1547.815,1.94223298e-06
1547.82,1.94421546e-06
1547.825,1.94595009e-06
1547.83,1.9447109e-06
1547.835,1.94607401e-06
1547.84,1.94780864e-06
1547.845,1.94954328e-06
1547.85,1.9475608e-06
1547.855,1.94582617e-06
1547.86,1.94235668e-06
1547.865,1.9438437e-06
1547.87,1.94656968e-06
1547.875,1.9409938e-06
1547.88,1.9466936e-06
1547.885,1.94892391e-06
1547.89,1.94285235e-06
1547.895,1.94124163e-06
1547.9,1.93777214e-06
1547.905,1.93009009e-06
1547.91,1.93764845e-06
1547.915,1.93578967e-06
1547.92,1.93430287e-06
1547.925,1.93479855e-06
1547.93,1.93306391e-06
1547.935,1.93033793e-06
1547.94,1.93554183e-06
1547.945,1.93417895e-06
1547.95,1.92315133e-06
1547.955,1.92290349e-06
1547.96,1.92401853e-06
1547.965,1.91931031e-06
1547.97,1.91596473e-06
1547.975,1.91274307e-06
1547.98,1.92178823e-06
1547.985,1.92364701e-06
1547.99,1.91831896e-06
1547.995,1.91732761e-06
1548.0,1.91621257e-06
1548.005,1.91980575e-06
1548.01,1.91373442e-06
1548.015,1.91683216e-06
1548.02,1.91893855e-06
1548.025,1.91707977e-06
1548.03,1.92215998e-06
1548.035,1.91646041e-06
1548.04,1.92439029e-06
1548.045,1.92971834e-06
1548.05,1.93120513e-06
1548.055,1.93355936e-06
1548.06,1.92476205e-06
1548.065,1.91881463e-06
1548.07,1.92612515e-06
1548.075,1.92575339e-06
1548.08,1.92265566e-06
1548.085,1.92215998e-06
1548.09,1.92600123e-06
1548.095,1.92624884e-06
1548.1,1.92240782e-06
1548.105,1.92426637e-06
1548.11,1.91893855e-06
1548.115,1.92178823e-06
1548.12,1.91831896e-06
1548.125,1.92327525e-06
1548.13,1.92215998e-06
1548.135,1.92500988e-06
1548.14,1.93170081e-06
1548.145,1.92439029e-06
1548.15,1.92277957e-06
1548.155,1.9251338e-06
1548.16,1.92612515e-06
1548.165,1.9279837e-06
1548.17,1.92240782e-06
1548.175,1.92773587e-06
1548.18,1.92699235e-06
1548.185,1.93033793e-06
1548.19,1.93430287e-06
1548.195,1.93219648e-06
1548.2,1.9323204e-06
1548.205,1.92922266e-06
1548.21,1.93046185e-06
1548.215,1.9338072e-06
1548.22,1.93467463e-06
1548.225,1.93442679e-06
1548.23,1.94161339e-06
1548.235,1.94285235e-06
1548.24,1.94508266e-06
1548.245,1.94483482e-06
1548.25,1.94582617e-06
1548.255,1.94285235e-06
1548.26,1.94186123e-06
1548.265,1.94285235e-06
1548.27,1.94000268e-06
1548.275,1.94619793e-06
1548.28,1.94557833e-06
1548.285,1.94731297e-06
1548.29,1.95177358e-06
1548.295,1.9481804e-06
1548.3,1.95412781e-06
1548.305,1.95350844e-06
1548.31,1.95375628e-06
1548.315,1.95363236e-06
1548.32,1.95561483e-06
1548.325,1.95387997e-06
1548.33,1.95462349e-06
1548.335,1.95586267e-06
1548.34,1.95945586e-06
1548.345,1.94929544e-06
1548.35,1.96019937e-06
1548.355,1.9625536e-06
1548.36,1.95747339e-06
1548.365,1.95722555e-06
1548.37,1.95152575e-06
1548.375,1.95264101e-06
1548.38,1.94743689e-06
1548.385,1.94718905e-06
1548.39,1.94248059e-06
1548.395,1.94285235e-06
1548.4,1.94186123e-06
1548.405,1.94161339e-06
1548.41,1.9453305e-06
1548.415,1.94223298e-06
1548.42,1.93591359e-06
1548.425,1.94198515e-06
1548.43,1.93157689e-06
1548.435,1.92971834e-06
1548.44,1.93393112e-06
1548.445,1.93009009e-06
1548.45,1.93368328e-06
1548.455,1.93504638e-06
1548.46,1.9331876e-06
1548.465,1.93108121e-06
1548.47,1.93256824e-06
1548.475,1.92339917e-06
1548.48,1.93070969e-06
1548.485,1.92401853e-06
1548.49,1.91918639e-06
1548.495,1.91918639e-06
1548.5,1.91931031e-06
1548.505,1.92525772e-06
1548.51,1.92847938e-06
1548.515,1.92240782e-06
1548.52,1.92240782e-06
1548.525,1.92315133e-06
1548.53,1.91782328e-06
1548.535,1.92414245e-06
1548.54,1.91869071e-06
1548.545,1.92042535e-06
1548.55,1.91831896e-06
1548.555,1.92178823e-06
1548.56,1.91881463e-06
1548.565,1.91980575e-06
1548.57,1.91621257e-06
1548.575,1.91237154e-06
1548.58,1.91732761e-06
1548.585,1.91633649e-06
1548.59,1.91336267e-06
1548.595,1.9142301e-06
1548.6,1.9079107e-06
1548.605,1.91175195e-06
1548.61,1.91348659e-06
1548.615,1.9142301e-06
1548.62,1.91584081e-06
1548.625,1.9207971e-06
1548.63,1.91683216e-06
1548.635,1.92104494e-06
1548.64,1.91881463e-06
1548.645,1.92017751e-06
1548.65,1.92104494e-06
1548.655,1.92178823e-06
1548.66,1.92166431e-06
1548.665,1.91955792e-06
1548.67,1.92575339e-06
1548.675,1.92724019e-06
1548.68,1.92525772e-06
1548.685,1.92600123e-06
1548.69,1.93132905e-06
1548.695,1.93269216e-06
1548.7,1.93256824e-06
1548.705,1.92897483e-06
1548.71,1.9309573e-06
1548.715,1.92909874e-06
1548.72,1.93628534e-06
1548.725,1.94148947e-06
1548.73,1.9351703e-06
1548.735,1.93888741e-06
1548.74,1.93752453e-06
1548.745,1.93442679e-06
1548.75,1.93417895e-06
1548.755,1.93715277e-06
1548.76,1.9331876e-06
1548.765,1.9323204e-06
1548.77,1.92885091e-06
1548.775,1.93343544e-06
1548.78,1.9309573e-06
1548.785,1.939507e-06
1548.79,1.93901133e-06
1548.795,1.93120513e-06
1548.8,1.93715277e-06
1548.805,1.92525772e-06
1548.81,1.92971834e-06
1548.815,1.91893855e-06
1548.82,1.92500988e-06
1548.825,1.92575339e-06
1548.83,1.92302741e-06
