Wavelength (nm),Power (W)
1549.75,2.11433894e-06
1549.755,2.25410531e-06
1549.76,2.22015501e-06
1549.765,2.21903974e-06
1549.77,2.21755295e-06
1549.775,2.22424387e-06
1549.78,2.22188964e-06
1549.785,2.2309348e-06
1549.79,2.23130655e-06
1549.795,2.2352715e-06
1549.8,2.23601501e-06
1549.805,2.23997995e-06
1549.81,2.23973211e-06
1549.815,2.2409713e-06
1549.82,2.24543192e-06
1549.825,2.245308e-06
1549.83,2.24629912e-06
1549.835,2.24121891e-06
1549.84,2.24369705e-06
1549.845,2.24481232e-06
1549.85,2.24221026e-06
1549.855,2.24555583e-06
1549.86,2.24307769e-06
1549.865,2.24555583e-06
1549.87,2.23799748e-06
1549.875,2.24555583e-06
1549.88,2.24307769e-06
1549.885,2.24927294e-06
1549.89,2.24456448e-06
1549.895,2.24555583e-06
1549.9,2.24567975e-06
1549.905,2.24295377e-06
1549.91,2.24394489e-06
1549.915,2.24059954e-06
1549.92,2.24245809e-06
1549.925,2.23700613e-06
1549.93,2.23886491e-06
1549.935,2.23489974e-06
1549.94,2.22473955e-06
1549.945,2.22511107e-06
1549.95,2.22188964e-06
1549.955,2.21482696e-06
1549.96,2.21049027e-06
1549.965,2.20590573e-06
1549.97,2.20578181e-06
1549.975,2.1963649e-06
1549.98,2.20392326e-06
1549.985,2.18893047e-06
1549.99,2.19202821e-06
1549.995,2.18186779e-06
1550.0,2.18385026e-06
1550.005,2.1797614e-06
1550.01,2.1739379e-06
1550.015,2.1767878e-06
1550.02,2.1696012e-06
1550.025,2.17022057e-06
1550.03,2.16154717e-06
1550.035,2.16030821e-06
1550.04,2.14928036e-06
1550.045,2.15287378e-06
1550.05,2.14073089e-06
1550.055,2.14457214e-06
1550.06,2.13255316e-06
1550.065,2.13416388e-06
1550.07,2.12895975e-06
1550.075,2.12796863e-06
1550.08,2.12957934e-06
1550.085,2.12487089e-06
1550.09,2.1264816e-06
1550.095,2.12660552e-06
1550.1,2.12115378e-06
1550.105,2.1212777e-06
1550.11,2.12102987e-06
1550.115,2.11941892e-06
1550.12,2.1199146e-06
1550.125,2.11421502e-06
1550.13,2.1170647e-06
1550.135,2.11012616e-06
1550.14,2.11371935e-06
1550.145,2.10244389e-06
1550.15,2.10479811e-06
1550.155,2.10417852e-06
1550.16,2.10219605e-06
1550.165,2.10145254e-06
1550.17,2.09723976e-06
1550.175,2.09637233e-06
1550.18,2.09525729e-06
1550.185,2.09538121e-06
1550.19,2.09104451e-06
1550.195,2.09327482e-06
1550.2,2.08955748e-06
1550.205,2.09092059e-06
1550.21,2.08435358e-06
1550.215,2.08571646e-06
1550.22,2.07828202e-06
1550.225,2.07691915e-06
1550.23,2.06713048e-06
1550.235,2.06775007e-06
1550.24,2.0657676e-06
1550.245,2.06130699e-06
1550.25,2.06081131e-06
1550.255,2.05684637e-06
1550.26,2.05783749e-06
1550.265,2.05387255e-06
1550.27,2.05337687e-06
1550.275,2.05374863e-06
1550.28,2.05189008e-06
1550.285,2.04941193e-06
1550.29,2.05374863e-06
1550.295,2.04581852e-06
1550.3,2.04408389e-06
1550.305,2.03801255e-06
1550.31,2.03751688e-06
1550.315,2.03751688e-06
1550.32,2.02946308e-06
1550.325,2.0289674e-06
1550.33,2.02190472e-06
1550.335,2.020294e-06
1550.34,2.020294e-06
1550.345,2.01707235e-06
1550.35,2.00839895e-06
1550.355,2.00728368e-06
1550.36,1.99476926e-06
1550.365,1.99922988e-06
1550.37,1.98820226e-06
1550.375,1.98944122e-06
1550.38,1.97457234e-06
1550.385,1.97246595e-06
1550.39,1.97333338e-06
1550.395,1.9634208e-06
1550.4,1.96044721e-06
1550.405,1.95140206e-06
1550.41,1.94619793e-06
1550.415,1.93368328e-06
1550.42,1.9331876e-06
1550.425,1.91769936e-06
1550.43,1.91584081e-06
1550.435,1.90345008e-06
1550.44,1.90307856e-06
1550.445,1.8883336e-06
1550.45,1.89242246e-06
1550.455,1.8515334e-06
1550.46,1.86107422e-06
1550.465,1.8471967e-06
1550.47,1.84112537e-06
1550.475,1.83815155e-06
1550.48,1.80940515e-06
1550.485,1.80878578e-06
1550.49,1.78772166e-06
1550.495,1.78573919e-06
1550.5,1.77272887e-06
1550.505,1.76702929e-06
1550.51,1.74869115e-06
1550.515,1.75315176e-06
1550.52,1.72614023e-06
1550.525,1.73431795e-06
1550.53,1.69479176e-06
1550.535,1.69454393e-06
1550.54,1.68872043e-06
1550.545,1.67186909e-06
1550.55,1.67360372e-06
1550.555,1.64869857e-06
1550.56,1.65477013e-06
1550.565,1.6323429e-06
1550.57,1.6323429e-06
1550.575,1.6099159e-06
1550.58,1.61375692e-06
1550.585,1.59628621e-06
1550.59,1.59764909e-06
1550.595,1.58575426e-06
1550.6,1.58860394e-06
1550.605,1.57014188e-06
1550.61,1.57584168e-06
1550.615,1.56555734e-06
1550.62,1.56394663e-06
1550.625,1.56035344e-06
1550.63,1.55601674e-06
1550.635,1.55180373e-06
1550.64,1.5391654e-06
1550.645,1.54808663e-06
1550.65,1.52528787e-06
1550.655,1.52677467e-06
1550.66,1.51884478e-06
1550.665,1.52070334e-06
1550.67,1.51525137e-06
1550.675,1.51487961e-06
1550.68,1.51599488e-06
1550.685,1.51487961e-06
1550.69,1.51624272e-06
1550.695,1.51636664e-06
1550.7,1.51934023e-06
1550.705,1.51884478e-06
1550.71,1.51872086e-06
1550.715,1.52342932e-06
1550.72,1.52268581e-06
1550.725,1.530492e-06
1550.73,1.52925281e-06
1550.735,1.54065219e-06
1550.74,1.53792621e-06
1550.745,1.56084889e-06
1550.75,1.55799921e-06
1550.755,1.57348745e-06
1550.76,1.56952251e-06
1550.765,1.58600187e-06
1550.77,1.59182559e-06
1550.775,1.60198601e-06
1550.78,1.61202229e-06
1550.785,1.61140269e-06
1550.79,1.63643199e-06
1550.795,1.63122786e-06
1550.8,1.65154847e-06
1550.805,1.64349444e-06
1550.81,1.67323219e-06
1550.815,1.67013445e-06
1550.82,1.68760516e-06
1550.825,1.68748124e-06
1550.83,1.70235012e-06
1550.835,1.70123485e-06
1550.84,1.73047692e-06
1550.845,1.73407011e-06
1550.85,1.74323918e-06
1550.855,1.75278001e-06
1550.86,1.7586035e-06
1550.865,1.7758266e-06
1550.87,1.7764462e-06
1550.875,1.78809341e-06
1550.88,1.78958021e-06
1550.885,1.80581196e-06
1550.89,1.80159918e-06
1550.895,1.82724784e-06
1550.9,1.81584846e-06
1550.905,1.84732062e-06
1550.91,1.82947815e-06
1550.915,1.86454349e-06
1550.92,1.86702164e-06
1550.925,1.87272144e-06
1550.93,1.87904061e-06
1550.935,1.8826338e-06
1550.94,1.8883336e-06
1550.945,1.89192679e-06
1550.95,1.8998569e-06
1550.955,1.90382184e-06
1550.96,1.91299091e-06
1550.965,1.91261915e-06
1550.97,1.91980575e-06
1550.975,1.91819504e-06
1550.98,1.92835546e-06
1550.985,1.92439029e-06
1550.99,1.94025029e-06
1550.995,1.93293999e-06
1551.0,1.93826781e-06
1551.005,1.94396762e-06
1551.01,1.9438437e-06
1551.015,1.9481804e-06
1551.02,1.94830432e-06
1551.025,1.95140206e-06
1551.03,1.94941936e-06
1551.035,1.95524308e-06
1551.04,1.95586267e-06
1551.045,1.96205792e-06
1551.05,1.95957978e-06
1551.055,1.96577503e-06
1551.06,1.96218184e-06
1551.065,1.98200678e-06
1551.07,1.98027215e-06
1551.075,1.97382906e-06
1551.08,1.99972555e-06
1551.085,1.99724741e-06
1551.09,2.00678801e-06
1551.095,2.00356658e-06
1551.1,2.01694843e-06
1551.105,2.01199214e-06
1551.11,2.02078945e-06
1551.115,2.0217808e-06
1551.12,2.02871956e-06
1551.125,2.02884348e-06
1551.13,2.03169338e-06
1551.135,2.03194122e-06
1551.14,2.03776472e-06
1551.145,2.03912759e-06
1551.15,2.04358821e-06
1551.155,2.04693379e-06
1551.16,2.05027936e-06
1551.165,2.05449214e-06
1551.17,2.05374863e-06
1551.175,2.06775007e-06
1551.18,2.06564368e-06
1551.185,2.06911295e-06
1551.19,2.07406924e-06
1551.195,2.07890162e-06
1551.2,2.07964513e-06
1551.205,2.08484926e-06
1551.21,2.08794677e-06
1551.215,2.09525729e-06
1551.22,2.09500945e-06
1551.225,2.1031874e-06
1551.23,2.09897439e-06
1551.235,2.10516987e-06
1551.24,2.11086945e-06
1551.245,2.11086945e-06
1551.25,2.11731253e-06
