Wavelength (nm),Power (W)
1549.0,4.12948248e-06
1549.005,4.04991079e-06
1549.01,4.09106951e-06
1549.015,4.0718628e-06
1549.02,4.21454115e-06
1549.025,4.15692102e-06
1549.03,3.94290237e-06
1549.035,4.11301926e-06
1549.04,4.10753273e-06
1549.045,4.13497128e-06
1549.05,4.20630931e-06
1549.055,3.98680231e-06
1549.06,4.12399413e-06
1549.065,4.12948248e-06
1549.07,4.17887077e-06
1549.075,4.00052249e-06
1549.08,4.13771431e-06
1549.085,4.28313797e-06
1549.09,4.11301926e-06
1549.095,4.13771431e-06
1549.1,4.12399413e-06
1549.105,4.18435957e-06
1549.11,4.1706412e-06
1549.115,4.15143268e-06
1549.12,4.13771431e-06
1549.125,4.12673944e-06
1549.13,4.18984791e-06
1549.135,4.40112308e-06
1549.14,4.4916701e-06
1549.145,4.33801461e-06
1549.15,4.08009419e-06
1549.155,4.17887077e-06
1549.16,4.217286e-06
1549.165,3.98405882e-06
1549.17,4.21179766e-06
1549.175,4.15966406e-06
1549.18,4.1678959e-06
1549.185,4.03070408e-06
1549.19,4.17887077e-06
1549.195,4.20356582e-06
1549.2,4.1678959e-06
1549.205,4.03893591e-06
1549.21,4.01424086e-06
1549.215,4.22826133e-06
1549.22,4.07734933e-06
1549.225,4.03070408e-06
1549.23,3.90448713e-06
1549.235,4.03893591e-06
1549.24,4.02521755e-06
1549.245,4.10478742e-06
1549.25,4.00600902e-06
1549.255,4.15143268e-06
1549.26,3.99503415e-06
1549.265,3.93741402e-06
1549.27,3.98680231e-06
1549.275,3.85784188e-06
1549.28,4.066374e-06
1549.285,4.03619242e-06
1549.29,4.05814262e-06
1549.295,4.08832602e-06
1549.3,4.04716729e-06
1549.305,4.18984791e-06
1549.31,4.05539913e-06
1549.315,4.15692102e-06
1549.32,4.26393126e-06
1549.325,4.31057651e-06
1549.33,4.06911749e-06
1549.335,4.20630931e-06
1549.34,4.03070408e-06
1549.345,4.14320266e-06
1549.35,4.20356582e-06
1549.355,4.20905462e-06
1549.36,4.07734933e-06
1549.365,4.08283768e-06
1549.37,4.12948248e-06
1549.375,4.25021108e-06
1549.38,4.29960119e-06
1549.385,4.26118595e-06
1549.39,4.18435957e-06
1549.395,4.3709415e-06
1549.4,4.14320266e-06
1549.405,4.10478742e-06
1549.41,4.03344711e-06
1549.415,4.00600902e-06
1549.42,4.24746804e-06
1549.425,4.066374e-06
1549.43,4.066374e-06
1549.435,3.98680231e-06
1549.44,4.12399413e-06
1549.445,4.1678959e-06
1549.45,4.09106951e-06
1549.455,4.08009419e-06
1549.46,4.07734933e-06
1549.465,4.11301926e-06
1549.47,4.24197924e-06
1549.475,4.27764962e-06
1549.48,4.07734933e-06
1549.485,3.997779e-06
1549.49,3.94290237e-06
1549.495,4.00600902e-06
1549.5,3.90723244e-06
1549.505,4.04167895e-06
1549.51,4.11576457e-06
1549.515,4.00326553e-06
1549.52,4.06088566e-06
1549.525,4.04442426e-06
1549.53,4.11301926e-06
1549.535,4.2392362e-06
1549.54,4.21179766e-06
1549.545,3.95113238e-06
1549.55,4.20905462e-06
1549.555,4.0718628e-06
1549.56,4.10478742e-06
1549.565,4.0993009e-06
1549.57,4.0993009e-06
1549.575,3.87430555e-06
1549.58,3.94564586e-06
1549.585,3.8523558e-06
1549.59,4.25021108e-06
1549.595,3.97308395e-06
1549.6,4.04716729e-06
1549.605,3.98405882e-06
1549.61,4.04716729e-06
1549.615,4.01424086e-06
1549.62,4.11301926e-06
1549.625,4.00875433e-06
1549.63,4.06088566e-06
1549.635,4.08009419e-06
1549.64,4.13771431e-06
1549.645,4.11576457e-06
1549.65,4.0197292e-06
1549.655,4.06088566e-06
1549.66,4.11576457e-06
1549.665,4.16515286e-06
1549.67,4.1404578e-06
1549.675,4.13771431e-06
1549.68,4.1678959e-06
1549.685,4.07734933e-06
1549.69,4.11027577e-06
1549.695,4.10753273e-06
1549.7,4.00326553e-06
1549.705,4.1185076e-06
1549.71,4.11027577e-06
1549.715,4.1185076e-06
1549.72,3.97034091e-06
1549.725,3.87979389e-06
1549.73,4.12948248e-06
1549.735,4.14320266e-06
1549.74,4.1212511e-06
1549.745,4.15143268e-06
1549.75,4.22551784e-06
1549.755,4.08558071e-06
1549.76,4.20356582e-06
1549.765,4.12399413e-06
1549.77,4.19533444e-06
1549.775,4.217286e-06
1549.78,4.15692102e-06
1549.785,4.29136981e-06
1549.79,4.21454115e-06
1549.795,4.29411284e-06
1549.8,4.20630931e-06
1549.805,4.12673944e-06
1549.81,4.09655559e-06
1549.815,4.04991079e-06
1549.82,4.13771431e-06
1549.825,4.04442426e-06
1549.83,4.3188079e-06
1549.835,4.23374786e-06
1549.84,4.04442426e-06
1549.845,4.07734933e-06
1549.85,4.03893591e-06
1549.855,3.88802573e-06
1549.86,3.95662073e-06
1549.865,4.09106951e-06
1549.87,4.11301926e-06
1549.875,4.03619242e-06
1549.88,4.23374786e-06
1549.885,4.08832602e-06
1549.89,3.98131579e-06
1549.895,4.21454115e-06
1549.9,4.22826133e-06
1549.905,4.15966406e-06
1549.91,4.04716729e-06
1549.915,4.26118595e-06
1549.92,4.13497128e-06
1549.925,4.24197924e-06
1549.93,4.1404578e-06
1549.935,3.997779e-06
1549.94,4.19533444e-06
1549.945,4.04716729e-06
1549.95,4.08558071e-06
1549.955,4.12948248e-06
1549.96,4.37642802e-06
1549.965,4.23374786e-06
1549.97,4.22277253e-06
1549.975,4.44776833e-06
1549.98,4.23100437e-06
1549.985,4.12399413e-06
1549.99,4.1404578e-06
1549.995,4.0718628e-06
1550.0,4.2666743e-06
1550.005,4.13771431e-06
1550.01,4.20082279e-06
1550.015,4.12673944e-06
1550.02,4.15417753e-06
1550.025,4.03344711e-06
1550.03,4.01149737e-06
1550.035,4.03344711e-06
1550.04,4.08558071e-06
1550.045,4.05539913e-06
1550.05,4.19807975e-06
1550.055,4.1212511e-06
1550.06,4.05814262e-06
1550.065,4.09381255e-06
1550.07,4.02247224e-06
1550.075,4.1678959e-06
1550.08,4.29411284e-06
1550.085,4.31606259e-06
1550.09,4.27764962e-06
1550.095,4.3874029e-06
1550.1,4.29411284e-06
1550.105,4.33801461e-06
1550.11,4.30234468e-06
1550.115,4.43130466e-06
1550.12,4.32155139e-06
1550.125,4.32155139e-06
1550.13,4.45325668e-06
1550.135,4.4861813e-06
1550.14,4.44776833e-06
1550.145,4.31057651e-06
1550.15,4.35173297e-06
1550.155,4.36270966e-06
1550.16,4.25295639e-06
1550.165,4.27764962e-06
1550.17,4.32429442e-06
1550.175,4.24197924e-06
1550.18,4.37368499e-06
1550.185,4.43130466e-06
1550.19,4.36819619e-06
1550.195,4.38191637e-06
1550.2,4.43679346e-06
1550.205,4.28313797e-06
1550.21,4.31057651e-06
1550.215,4.15692102e-06
1550.22,4.17887077e-06
1550.225,4.23374786e-06
1550.23,4.20356582e-06
1550.235,4.29136981e-06
1550.24,4.22826133e-06
1550.245,4.39014821e-06
1550.25,4.36270966e-06
1550.255,4.31606259e-06
1550.26,4.13771431e-06
1550.265,4.11027577e-06
1550.27,4.22277253e-06
1550.275,4.11027577e-06
1550.28,4.26941779e-06
1550.285,4.16515286e-06
1550.29,4.2886245e-06
1550.295,4.26118595e-06
1550.3,4.28313797e-06
1550.305,4.20630931e-06
1550.31,4.32155139e-06
1550.315,4.19259095e-06
1550.32,4.36819619e-06
1550.325,4.27490613e-06
1550.33,4.31606259e-06
1550.335,4.20630931e-06
1550.34,4.44227953e-06
1550.345,4.39563473e-06
1550.35,4.55203326e-06
1550.355,4.32155139e-06
1550.36,4.29411284e-06
1550.365,4.51087681e-06
1550.37,4.42032979e-06
1550.375,4.37368499e-06
1550.38,4.35722131e-06
1550.385,4.41209795e-06
1550.39,4.20905462e-06
1550.395,4.44227953e-06
1550.4,4.38465986e-06
1550.405,4.16515286e-06
1550.41,4.2200295e-06
1550.415,4.29411284e-06
1550.42,4.3874029e-06
1550.425,4.43404815e-06
1550.43,4.42581813e-06
1550.435,4.45325668e-06
1550.44,4.44502484e-06
1550.445,4.24472455e-06
1550.45,4.21179766e-06
1550.455,4.3407581e-06
1550.46,4.34898948e-06
1550.465,4.39014821e-06
1550.47,4.41758675e-06
1550.475,4.40386657e-06
1550.48,4.47246339e-06
1550.485,4.51636333e-06
1550.49,4.57398528e-06
1550.495,4.51636333e-06
1550.5,4.40386657e-06
1550.505,4.44227953e-06
1550.51,4.217286e-06
1550.515,4.19533444e-06
1550.52,4.19259095e-06
1550.525,4.30783302e-06
