Wavelength (nm),Power (W)
1545.0,1.9878305e-06
1545.005,1.9864674e-06
1545.01,1.99018473e-06
1545.015,1.98721091e-06
1545.02,1.99712349e-06
1545.025,1.98981297e-06
1545.03,2.00728368e-06
1545.035,2.00431009e-06
1545.04,2.01149646e-06
1545.045,2.01756802e-06
1545.05,2.0217808e-06
1545.055,2.02054161e-06
1545.06,2.02413503e-06
1545.065,2.0318173e-06
1545.07,2.02549791e-06
1545.075,2.03318018e-06
1545.08,2.03379977e-06
1545.085,2.03689729e-06
1545.09,2.03070203e-06
1545.095,2.04036678e-06
1545.1,2.03627792e-06
1545.105,2.03900368e-06
1545.11,2.03144555e-06
1545.115,2.03379977e-06
1545.12,2.03156947e-06
1545.125,2.03243667e-06
1545.13,2.03082595e-06
1545.135,2.02686101e-06
1545.14,2.02871956e-06
1545.145,2.02165688e-06
1545.15,2.03094987e-06
1545.155,2.02054161e-06
1545.16,2.0276043e-06
1545.165,2.01831131e-06
1545.17,2.02723277e-06
1545.175,2.0189309e-06
1545.18,2.02549791e-06
1545.185,2.01620492e-06
1545.19,2.02933916e-06
1545.195,2.02078945e-06
1545.2,2.03243667e-06
1545.205,2.02686101e-06
1545.21,2.03404761e-06
1545.215,2.02995852e-06
1545.22,2.03962327e-06
1545.225,2.03677337e-06
1545.23,2.04395997e-06
1545.235,2.04395997e-06
1545.24,2.05511151e-06
1545.245,2.05746574e-06
1545.25,2.05882884e-06
1545.255,2.06527193e-06
1545.26,2.06081131e-06
1545.265,2.07555627e-06
1545.27,2.06366121e-06
1545.275,2.08831852e-06
1545.28,2.07121934e-06
1545.285,2.09426594e-06
1545.29,2.07567996e-06
1545.295,2.09736368e-06
1545.3,2.08621213e-06
1545.305,2.09810719e-06
1545.31,2.08745109e-06
1545.315,2.09302698e-06
1545.32,2.09228347e-06
1545.325,2.09154018e-06
1545.33,2.08336223e-06
1545.335,2.08175152e-06
1545.34,2.08137976e-06
1545.345,2.07642347e-06
1545.35,2.07852986e-06
1545.355,2.06998038e-06
1545.36,2.07431708e-06
1545.365,2.06452842e-06
1545.37,2.07406924e-06
1545.375,2.06898903e-06
1545.38,2.06254595e-06
1545.385,2.05981996e-06
1545.39,2.0548639e-06
1545.395,2.05498759e-06
1545.4,2.05672245e-06
